id,host_id,neighbourhood_group,neighbourhood,room_type,latitude,longitude,price,price_capped,price_log10,minimum_nights,minimum_nights_capped,number_of_reviews,number_of_reviews_ltm,reviews_per_month,calculated_host_listings_count,availability_365,last_review,license
879892,351965,Isole,Dorsoduro,Private room,45.43236,12.32266,128.0,128.0,2.1072099696478683,2,2,4,0,0.03,3,364,2016-03-29,IT027042B4XVN5TFC6
880052,4654141,Isole,Cannaregio,Entire home/apt,45.44585,12.32129,270.0,270.0,2.4313637641589874,3,3,310,15,2.02,1,316,2025-09-09,IT027042B4CIDI3XC3
884350,4684434,Isole,Cannaregio,Entire home/apt,45.44243,12.33603,248.0,248.0,2.3944516808262164,2,2,52,1,0.35,2,130,2025-06-14,IT027042B44X9IF719
888033,4709291,Terraferma,Marghera,Entire home/apt,45.46756,12.22533,65.0,65.0,1.8129133566428555,2,2,399,14,2.67,1,238,2025-09-02,IT027042C2FNAAZK73
895952,632312,Isole,Castello,Entire home/apt,45.4365,12.34511,185.0,185.0,2.2671717284030137,3,3,28,0,0.19,6,81,2024-01-25,IT027042B4PEHEB9LA
899373,4801510,Isole,San Marco,Entire home/apt,45.43524,12.33797,338.0,338.0,2.5289167002776547,3,3,124,7,0.97,1,316,2025-07-07,IT027042C2WVKQNSVT
906161,4739917,Isole,Lido,Entire home/apt,45.39679,12.36028,88.0,88.0,1.9444826721501687,7,7,74,3,0.51,1,149,2025-05-11,IT027042C2J2LGLL4L
906617,4853287,Isole,Dorsoduro,Entire home/apt,45.43255,12.3194,88.0,88.0,1.9444826721501687,3,3,303,19,1.99,1,34,2025-07-07,IT027042C2RESWAVV5
909547,4877513,Isole,Cannaregio,Private room,45.44382,12.32601,146.0,146.0,2.164352855784437,3,3,138,17,0.92,2,305,2025-09-08,IT027042C1M2GGJZ84
909754,4879104,Isole,Castello,Entire home/apt,45.43702,12.34714,139.0,139.0,2.143014800254095,2,2,561,45,3.69,2,177,2025-09-01,IT027042C2UKIQUZ6R
926604,4986069,Isole,Cannaregio,Private room,45.44265,12.33608,160.0,160.0,2.204119982655925,2,2,164,0,1.1,1,251,2022-07-24,IT027042B4DX2DW6DR
932119,5022636,Isole,Dorsoduro,Entire home/apt,45.43039,12.33125,500.0,500.0,2.6989700043360187,3,3,242,33,1.66,1,228,2025-09-06,IT027042C29KLDIG4V
945052,123920,Isole,Castello,Entire home/apt,45.43187,12.35424,190.0,190.0,2.278753600952829,2,2,63,0,0.42,2,322,2022-08-26,IT027042C2QTDOD2Q5
954068,123920,Isole,Cannaregio,Entire home/apt,45.44733,12.32736,250.0,250.0,2.3979400086720375,2,2,74,0,0.49,2,326,2019-10-09,IT027042C2SVGXCOPI
962131,5240699,Isole,Castello,Entire home/apt,45.4364,12.33942,214.0,214.0,2.330413773349191,3,3,7,1,0.07,3,263,2024-10-07,IT027042B4SJ5D7MXR
963154,5240699,Isole,San Marco,Entire home/apt,45.4367,12.33721,294.0,294.0,2.4683473304121573,3,3,59,3,0.47,3,270,2025-04-16,IT027042B467PYN2BT
964344,5256801,Isole,Cannaregio,Private room,45.44548,12.32916,129.0,129.0,2.110589710299249,3,3,475,28,3.13,4,211,2025-07-31,IT027042C26N57CI27
970938,5304725,Isole,Cannaregio,Private room,45.44582,12.32214,86.0,86.0,1.9344984512435677,3,3,464,59,3.05,3,194,2025-09-07,IT027042C2MDYXS5TY
973340,5304725,Isole,Cannaregio,Private room,45.44573,12.32212,84.0,84.0,1.9242792860618816,3,3,525,55,3.46,3,215,2025-09-08,IT027042C2MDYXS5TY
975073,5332703,Isole,San Marco,Entire home/apt,45.43836,12.33661,154.0,154.0,2.187520720836463,3,3,415,21,2.74,1,220,2025-06-09,IT027042B457W4QTF2
985304,5405444,Isole,Cannaregio,Entire home/apt,45.44607,12.3297,400.0,400.0,2.6020599913279625,2,2,233,11,1.55,2,345,2025-06-06,IT027042C2OKLO9WLU
986851,5415509,Isole,Castello,Entire home/apt,45.43435,12.35134,186.0,186.0,2.2695129442179165,3,3,95,1,0.63,2,353,2024-11-05,IT027042C2YN4QHG7B
991419,3347712,Isole,Castello,Entire home/apt,45.44018,12.34419,100.0,100.0,2.0,31,31,90,0,0.66,1,332,2020-01-03,
996282,2906995,Isole,Lido,Entire home/apt,45.39859,12.35953,115.0,115.0,2.060697840353612,3,3,91,3,0.61,3,144,2025-06-03,IT027042C2TRNRBJSM
999441,5494074,Isole,Lido,Entire home/apt,45.41015,12.36555,220.0,220.0,2.342422680822206,31,31,123,1,0.82,1,164,2024-10-21,
1000262,5515810,Isole,Dorsoduro,Entire home/apt,45.43653,12.32176,117.0,117.0,2.0681858617461617,3,3,279,28,1.84,1,241,2025-08-22,IT027042C2556TJUDW
1011701,5565167,Isole,Cannaregio,Entire home/apt,45.44328,12.33347,104.0,104.0,2.0170333392987803,7,7,117,9,0.78,1,144,2025-08-25,IT027042C24RNCRMTL
1012804,2486103,Isole,Santa Croce,Entire home/apt,45.44022,12.3274,199.0,199.0,2.298853076409707,2,2,54,0,0.36,1,74,2020-02-23,IT027042C2E5439A5B
1020909,5530301,Isole,Castello,Hotel room,45.43704,12.33835,194.0,194.0,2.287801729930226,2,2,29,4,0.2,5,111,2025-06-22,IT027042B4OBM4JVQA
1034213,122630022,Isole,Castello,Entire home/apt,45.43656,12.3428,260.0,260.0,2.4149733479708178,4,4,417,21,2.77,1,322,2025-08-22,IT027042B47NEBKEA7
1034640,5694775,Isole,Alberoni,Entire home/apt,45.34667,12.31967,117.0,117.0,2.0681858617461617,2,2,57,7,0.39,1,263,2025-06-02,IT027042C25VNRO9DF
1041640,2508340,Isole,Cannaregio,Entire home/apt,45.44607,12.32767,145.0,145.0,2.161368002234975,2,2,286,17,1.92,20,289,2025-08-28,IT027042B45CJ3PGKB
1043678,5683149,Terraferma,Favaro,Private room,45.50313,12.27535,36.0,36.0,1.5563025007672873,2,2,608,47,4.07,1,283,2025-06-29,IT027042C1IZ7J9MWY
1045123,5530301,Isole,Castello,Hotel room,45.43833,12.33824,173.0,173.0,2.2380461031287955,2,2,35,2,0.24,5,132,2024-10-15,IT027042B4OBM4JVQA
1100254,5732682,Isole,Dorsoduro,Entire home/apt,45.43260955810547,12.326448440551758,120.0,120.0,2.0791812460476247,3,3,164,17,1.1,2,322,2025-09-04,IT027042C2NTWWMNWY
1119040,6141048,Isole,Santa Croce,Entire home/apt,45.44064,12.32626,305.0,305.0,2.484299839346786,3,3,526,48,3.52,2,295,2025-09-06,IT027042B4T48W6BNA
1126573,6180481,Isole,Castello,Entire home/apt,45.4346,12.34302,153.0,153.0,2.184691430817599,3,3,312,45,2.08,5,286,2025-08-22,IT027042C24ZV2HLUK
1142769,1863344,Isole,Cannaregio,Entire home/apt,45.44255,12.33472,102.0,102.0,2.0086001717619175,3,3,381,18,2.55,3,323,2025-06-16,IT027042C23MZOZMB7
1163834,4018771,Isole,Castello,Entire home/apt,45.43648,12.33969,152.0,152.0,2.1818435879447726,3,3,290,44,2.02,5,330,2025-08-14,IT027042C2ARSCYDLH
1169013,294951,Isole,Cannaregio,Entire home/apt,45.442333,12.331694,145.0,145.0,2.161368002234975,1,1,437,31,2.96,21,126,2025-08-28,IT027042B4T8KVNQ9K
1177309,6019189,Isole,Santa Croce,Entire home/apt,45.44058,12.32703,308.0,308.0,2.4885507165004443,3,3,298,24,2.0,17,317,2025-08-08,IT027042B4BUD4ALT8
1181536,6306665,Terraferma,Campalto,Entire home/apt,45.48787,12.29393,177.0,177.0,2.2479732663618064,31,31,2,0,0.01,1,365,2013-07-21,
1188334,4893459,Isole,San Marco,Entire home/apt,45.43418,12.33417,250.0,250.0,2.3979400086720375,7,7,342,29,2.75,2,36,2025-09-03,IT027042C24JLQFL4E
1196659,6538340,Isole,Castello,Private room,45.43625,12.34555,130.0,130.0,2.113943352306837,3,3,154,1,1.04,1,179,2024-10-28,IT027042B4YX2ECCFJ
1230451,6516852,Isole,Cannaregio,Entire home/apt,45.44392776489258,12.330573081970217,167.0,167.0,2.2227164711475833,4,4,126,4,0.85,1,344,2024-10-30,IT027042C2B2YLQWJ3
1231584,5862083,Isole,San Marco,Entire home/apt,45.43397,12.32782,144.0,144.0,2.1583624920952498,1,1,228,29,1.55,31,200,2025-08-18,IT027042B4XL9ZJ8JD
1238329,6798407,Isole,Cannaregio,Private room,45.43919,12.33786,151.0,151.0,2.1789769472931693,2,2,472,3,3.19,4,261,2025-09-08,IT027042B4VQY5M4VR
1250065,6709903,Isole,Cannaregio,Entire home/apt,45.44522,12.32483,126.0,126.0,2.100370545117563,3,3,409,42,2.75,1,321,2025-08-25,IT027042B41TJZALFE
1257881,6851473,Isole,Dorsoduro,Entire home/apt,45.4311,12.31987,125.0,125.0,2.0969100130080562,3,3,220,16,1.48,1,78,2025-08-18,IT027042C2T2ELYPIP
1266716,6895356,Isole,Castello,Entire home/apt,45.43367,12.35308,149.0,149.0,2.173186268412274,5,5,129,15,0.87,1,78,2025-08-23,IT027042C25VFZ2W79
1269492,6909631,Isole,Cannaregio,Entire home/apt,45.441135,12.334514,181.0,181.0,2.2576785748691846,2,2,326,44,2.42,2,329,2025-08-31,IT027042C2JS9DZSUB
1275433,6909631,Isole,Cannaregio,Entire home/apt,45.44123371723644,12.335726272863669,133.0,133.0,2.123851640967086,2,2,108,21,0.79,2,336,2025-09-01,IT027042C2AS5KW6QB
1285495,6993991,Isole,Castello,Entire home/apt,45.43698,12.34445,149.0,149.0,2.173186268412274,3,3,145,6,1.03,2,233,2025-06-13,IT027042C2HRZC9MWN
1290689,5862083,Isole,San Marco,Entire home/apt,45.4329,12.33426,1000.0,1000.0,3.0,1,1,174,17,1.19,31,206,2025-07-16,IT027042C2LKLPI895
1293404,1617572,Isole,Castello,Entire home/apt,45.433489,12.35742,210.0,210.0,2.322219294733919,2,2,43,0,0.29,20,191,2022-07-05,IT027042B4MZQJO9NQ
1295650,1602219,Isole,Sant'Elena,Private room,45.42946,12.35996,124.0,124.0,2.093421685162235,4,4,4,0,0.03,4,358,2024-04-20,IT027042C1HY9EH5F4
1300085,7067258,Isole,Lido,Entire home/apt,45.40596,12.36839,132.0,132.0,2.12057393120585,4,4,28,1,0.21,1,321,2024-10-28,IT027042C2LYVCWDBG
1316277,7161521,Isole,Castello,Entire home/apt,45.4339,12.34773,320.0,320.0,2.505149978319906,1,1,42,0,0.29,1,69,2024-07-30,IT027042C2WOK5YL3I
1316352,7217686,Isole,Dorsoduro,Entire home/apt,45.4317,12.31854,124.0,124.0,2.093421685162235,5,5,36,6,0.25,1,239,2025-07-18,IT027042C22246NNQH
1344540,3161400,Terraferma,Marghera Catene,Private room,45.4754,12.21335,54.0,54.0,1.7323937598229686,3,3,208,17,1.41,7,329,2025-09-01,IT027042C2Y4AIS5J7
1345923,7125469,Isole,Castello,Entire home/apt,45.42971,12.35805,108.0,108.0,2.03342375548695,2,2,136,3,0.92,1,34,2025-05-16,IT027042C2C8F57C6Y
1350099,7325760,Isole,San Marco,Private room,45.43405760453533,12.334373249353266,138.0,138.0,2.1398790864012365,2,2,599,59,5.17,4,278,2025-08-25,IT027042B4UELUH7SK
1375939,7455203,Isole,Cannaregio,Entire home/apt,45.44609,12.33262,310.0,310.0,2.4913616938342726,3,3,149,3,1.09,1,205,2025-07-05,IT027042B43R7NUFHU
1389133,6180481,Isole,Castello,Entire home/apt,45.43439,12.34184,153.0,153.0,2.184691430817599,3,3,301,42,2.07,5,293,2025-08-23,IT027042C2NXZ5I3AO
1424680,7665431,Isole,Cannaregio,Entire home/apt,45.44155,12.34032,83.0,83.0,1.919078092376074,3,3,19,1,0.25,1,233,2025-04-21,IT027042C2HJRVBCNU
1435089,23309,Isole,Santa Croce,Entire home/apt,45.44072,12.32479,137.0,137.0,2.1367205671564067,3,3,484,49,3.81,1,231,2025-09-06,IT027042C27P5BBXSA
1459783,2508340,Isole,Santa Croce,Entire home/apt,45.44036,12.33094,132.0,132.0,2.12057393120585,2,2,567,37,3.88,20,287,2025-07-04,IT027042B4NU5ARVRQ
1464535,7846371,Isole,Castello,Entire home/apt,45.4348,12.34393,124.0,124.0,2.093421685162235,3,3,171,8,1.17,1,161,2025-06-02,IT027042C2WQZ4RXR6
1475848,716164,Terraferma,Villaggio San Marco,Private room,45.48094,12.25977,72.0,72.0,1.8573324964312685,2,2,614,52,4.44,1,329,2025-09-09,IT027042C2NJNADQG9
1478778,5494967,Isole,Lido,Entire home/apt,45.40448,12.36656,276.0,276.0,2.4409090820652177,2,2,179,13,1.22,1,339,2025-08-23,IT027042C2L9ZJFJ93
1484835,6019189,Isole,San Polo,Entire home/apt,45.43696,12.32415,160.0,160.0,2.204119982655925,3,3,196,8,1.35,17,327,2025-08-30,IT027042B47U4JUYBP
1486530,6019189,Isole,Castello,Entire home/apt,45.43766,12.34164,158.0,158.0,2.1986570869544226,3,3,128,4,0.88,17,312,2025-08-18,IT027042B4J3LCPT6H
1495535,7994036,Isole,Cannaregio,Entire home/apt,45.43884,12.33686,159.0,159.0,2.2013971243204513,2,2,897,12,6.12,1,311,2025-08-26,IT027042C2UU8IR8TR
1500729,8019503,Isole,Cannaregio,Private room,45.4449011,12.3220012,99.0,99.0,1.99563519459755,1,1,386,17,2.64,4,75,2025-07-14,IT027042B4A8XBMJXU
1503769,1364177,Isole,Sant'Elena,Entire home/apt,45.42946,12.36186,158.0,158.0,2.1986570869544226,3,3,44,2,0.35,2,52,2025-03-18,IT027042C2NZ37QSHD
1507117,4474459,Isole,Dorsoduro,Hotel room,45.43371,12.3235,90.0,90.0,1.9542425094393248,2,2,105,13,0.79,6,237,2025-08-27,IT027042B4X8WC2J23
1512315,8019503,Isole,Cannaregio,Entire home/apt,45.4449011,12.3220012,141.0,141.0,2.1492191126553797,5,5,173,15,1.18,4,54,2025-07-21,IT027042B4A8XBMJXU
1512806,8078845,Isole,Lido,Entire home/apt,45.42082,12.37818,89.0,89.0,1.9493900066449128,3,3,137,14,0.94,2,248,2025-08-09,IT027042C2OLGY3LUR
1513368,5521362,Isole,Pellestrina,Entire home/apt,45.28413,12.30365,80.0,80.0,1.9030899869919435,2,2,204,9,1.4,1,171,2025-05-26,IT027042C2DS5JCLCJ
1526920,8147009,Isole,Dorsoduro,Entire home/apt,45.43139,12.32348,112.0,112.0,2.0492180226701815,5,5,225,14,1.54,1,80,2025-09-08,IT027042C26HIAOEXW
1539837,377929,Terraferma,Favaro,Entire home/apt,45.50846,12.2831,92.0,92.0,1.9637878273455553,3,3,243,12,1.67,5,33,2025-07-11,IT027042B4I8XOSCJH
1555332,7527885,Isole,Castello,Entire home/apt,45.43117,12.35623,162.0,162.0,2.2095150145426308,3,3,60,0,0.48,1,86,2023-11-09,IT027042B4II4RRZQ5
1567457,6798407,Isole,Cannaregio,Private room,45.4405092,12.3390221,159.0,159.0,2.2013971243204513,1,1,371,20,2.58,4,266,2025-08-22,IT027042B4VQY5M4VR
1581387,8342674,Isole,Cannaregio,Entire home/apt,45.44478,12.32252,90.0,90.0,1.9542425094393248,2,2,761,80,5.21,1,222,2025-09-07,IT027042C23GJXZW4E
1583452,7767197,Isole,Cannaregio,Entire home/apt,45.44403,12.33685,352.0,352.0,2.546542663478131,5,5,45,0,0.34,1,26,2024-05-20,IT027042B48HFOTIVI
1594595,8078845,Isole,Lido,Entire home/apt,45.41954,12.38007,77.0,77.0,1.8864907251724818,3,3,100,4,0.69,2,51,2025-08-08,IT027042C2OLGY3LUR
1599013,8524766,Isole,Santa Croce,Entire home/apt,45.440338,12.330359,155.0,155.0,2.1903316981702914,2,2,488,38,3.38,2,94,2025-08-10,IT027042C2PSO8LOZK
1604617,8549025,Isole,Murano,Entire home/apt,45.45932,12.35204,191.0,191.0,2.2810333672477277,3,3,28,6,0.25,2,330,2025-09-08,IT027042C2NOJEEVAJ
1614255,8593139,Isole,Dorsoduro,Entire home/apt,45.43546,12.32448,220.0,220.0,2.342422680822206,3,3,398,51,2.72,1,227,2025-08-27,IT027042C2TJWCHBF9
1630395,6238110,Isole,Santa Croce,Entire home/apt,45.44109,12.33039,111.0,111.0,2.0453229787866576,2,2,438,42,3.04,1,34,2025-08-26,IT027042B4IZNGBUHI
1638351,8700053,Isole,Castello,Entire home/apt,45.437286376953125,12.341836929321287,105.0,105.0,2.0211892990699383,3,3,299,33,2.06,1,315,2025-07-21,IT027042C24QMNXGO4
1644250,6993991,Isole,San Marco,Entire home/apt,45.43663,12.33705,164.0,164.0,2.214843848047698,3,3,62,0,0.49,2,270,2024-06-08,IT027042C277IDUPQR
1665038,8803163,Isole,Castello,Entire home/apt,45.43579,12.34277,120.0,120.0,2.0791812460476247,3,3,404,34,3.04,1,79,2025-08-25,IT027042C2DHO58VQN
1683211,8900655,Isole,San Polo,Entire home/apt,45.43753,12.33379,137.0,137.0,2.1367205671564067,1,1,627,43,4.46,2,293,2025-08-31,IT027042C22YICT8CQ
1709013,9017175,Isole,Castello,Entire home/apt,45.43863,12.34449,194.0,194.0,2.287801729930226,1,1,203,9,1.4,18,319,2025-06-18,IT027042B4SEVHCCZF
1716615,9051183,Isole,Castello,Entire home/apt,45.43145,12.3535,117.0,117.0,2.0681858617461617,2,2,218,18,1.98,1,132,2025-08-18,IT027042C2AZUS7HR3
1723179,9083534,Isole,Cannaregio,Entire home/apt,45.44636,12.32633,190.0,190.0,2.278753600952829,2,2,193,0,1.33,1,160,2023-10-08,IT027042C20APZ4NQW
1732548,8669903,Isole,San Marco,Entire home/apt,45.43327,12.32912,152.0,152.0,2.1818435879447726,3,3,310,50,2.14,4,195,2025-08-28,IT027042C25K56VZYV
1733701,6798407,Isole,Cannaregio,Private room,45.43888,12.33768,171.0,171.0,2.2329961103921536,2,2,454,57,3.13,4,253,2025-09-08,IT027042B4VQY5M4VR
1753171,6973711,Isole,Santa Croce,Entire home/apt,45.43737,12.32106,163.0,163.0,2.2121876044039577,2,2,96,2,0.66,1,43,2025-07-29,IT027042C2NLIK5FG6
1755514,9017175,Isole,Castello,Entire home/apt,45.43854,12.34427,337.0,337.0,2.5276299008713385,1,1,319,3,2.21,18,333,2025-08-15,IT027042B4KON5M8D6
1765576,9278228,Isole,San Marco,Entire home/apt,45.43251,12.33324,294.0,294.0,2.4683473304121573,2,2,355,60,2.45,2,313,2025-09-09,IT027042C2R6VC6YBH
1791811,9017175,Isole,Castello,Entire home/apt,45.43879,12.34462,168.0,168.0,2.225309281725863,1,1,318,31,2.21,18,322,2025-08-04,IT027042B4XGTORK9H
1800481,9440111,Isole,Lido,Entire home/apt,45.41189,12.3694,500.0,500.0,2.6989700043360187,3,3,10,4,0.08,5,208,2025-08-26,it027042b4ct0cl9au
1801026,9442807,Isole,Giudecca,Entire home/apt,45.4246,12.32633,174.0,174.0,2.2405492482825995,3,3,519,34,3.6,1,128,2025-08-31,IT027042B4UXSUWPZA
1807274,8856114,Terraferma,Favaro,Entire home/apt,45.51103,12.28572,76.0,76.0,1.8808135922807914,3,3,384,12,2.65,3,157,2025-08-19,IT027042C2Z5K3WMQZ
1816508,1384217,Isole,Santa Croce,Entire home/apt,45.43919,12.32716,310.0,310.0,2.4913616938342726,3,3,90,32,2.23,7,269,2025-08-31,IT027042B4HITTCIX6
1816521,1384217,Isole,Santa Croce,Entire home/apt,45.43914,12.32715,291.0,291.0,2.4638929889859074,3,3,15,2,0.19,7,294,2025-04-20,IT027042B4M6U38XFT
1816532,1384217,Isole,Santa Croce,Entire home/apt,45.4393209,12.3272976,342.0,342.0,2.534026106056135,3,3,54,17,0.43,7,260,2025-09-07,IT027042B4XAEXL49A
1823944,9547595,Terraferma,Carpenedo,Entire home/apt,45.50324,12.26918,99.0,99.0,1.99563519459755,2,2,301,5,2.1,2,327,2025-08-23,IT027042C2RISSO9QX
1866670,9732667,Isole,Lido,Entire home/apt,45.41377,12.36941,120.0,120.0,2.0791812460476247,4,4,56,12,0.57,1,167,2025-09-06,IT027042C2GPJ5YMEG
1900562,9017175,Isole,Castello,Entire home/apt,45.43896,12.34463,233.0,233.0,2.367355921026019,1,1,284,5,2.0,18,324,2025-08-30,IT027042B4BCNQQSA6
1900791,9017175,Isole,Castello,Entire home/apt,45.43905,12.34472,169.0,169.0,2.2278867046136734,1,1,292,8,2.03,18,318,2025-05-25,IT027042B4GTQQ9ZQJ
1911652,6975767,Terraferma,Piave 1860,Entire home/apt,45.48496,12.22984,131.0,131.0,2.1172712956557644,2,2,427,32,3.0,4,348,2025-09-06,IT027042B4P8WJWPD4
1916543,9937056,Isole,Lido,Entire home/apt,45.41471,12.36788,150.0,150.0,2.1760912590556813,3,3,47,1,0.34,1,324,2025-05-01,IT027042B4QXNYLF7H
1922670,9963282,Isole,Dorsoduro,Entire home/apt,45.42984,12.32937,157.0,157.0,2.1958996524092336,3,3,269,14,1.95,3,63,2025-08-14,IT027042C2ZGWW6CJL
1973495,10189388,Isole,San Marco,Entire home/apt,45.43296,12.33451,237.0,237.0,2.374748346010104,2,2,128,30,0.92,19,314,2025-07-24,IT027042B4HBA3YVFC
1974456,7268095,Isole,San Marco,Entire home/apt,45.43266,12.33323,397.0,397.0,2.598790506763115,2,2,83,5,0.58,1,360,2025-06-02,IT027042B4E582H39N
1999538,10300793,Isole,San Polo,Entire home/apt,45.438714,12.332866,177.0,177.0,2.2479732663618064,3,3,321,41,2.35,1,276,2025-09-08,IT027042C2YKE9NSUY
2012828,10355578,Isole,Dorsoduro,Private room,45.42994,12.3249,265.0,265.0,2.423245873936808,31,31,15,0,0.11,3,88,2017-06-25,
2014854,10355578,Isole,Dorsoduro,Private room,45.43211,12.32482,300.0,300.0,2.4771212547196626,31,31,0,0,,3,51,,
2030351,10426343,Isole,Lido,Entire home/apt,45.39693069458008,12.355788230895996,125.0,125.0,2.0969100130080562,6,6,101,4,0.73,1,149,2025-05-14,IT027042C2W8C29JA5
2035719,9547595,Terraferma,Carpenedo,Entire home/apt,45.50409,12.26961,79.0,79.0,1.8976270912904414,2,2,253,3,1.78,2,350,2025-08-08,IT027042C2GUGHVQRD
2050246,10507761,Isole,Dorsoduro,Entire home/apt,45.43534,12.32503,158.0,158.0,2.1986570869544226,3,3,515,49,3.62,1,181,2025-09-07,IT027042B4MXDBMJ8L
2065930,2453088,Isole,San Marco,Entire home/apt,45.4323814,12.3341786,386.0,386.0,2.586587304671755,4,4,72,26,2.43,1,347,2025-08-22,IT027042B4EGQVAWJC
2100925,5146501,Isole,Cannaregio,Entire home/apt,45.43997,12.33608,318.0,318.0,2.5024271199844326,2,2,421,46,2.99,2,3,2025-08-27,IT027042C23AZ4EXIP
2103960,10727560,Isole,Castello,Entire home/apt,45.4338,12.34924,166.0,166.0,2.220108088040055,2,2,129,11,0.91,1,200,2025-09-04,IT027042C28NLAKDAM
2116417,10790870,Isole,Cannaregio,Entire home/apt,45.44559,12.32814,148.0,148.0,2.1702617153949575,2,2,87,20,0.83,1,218,2025-08-09,IT027042C259FNPG7C
2123898,10831537,Isole,Castello,Entire home/apt,45.43617,12.3442,162.0,162.0,2.2095150145426308,4,4,110,7,0.81,1,288,2025-07-20,IT027042C2BPNI6HTI
2147263,10961041,Terraferma,Piave 1860,Entire home/apt,45.48521,12.22993,126.0,126.0,2.100370545117563,1,1,776,93,5.53,1,303,2025-08-25,IT027042B4OC4ART2F
2153244,10988715,Isole,San Marco,Entire home/apt,45.43383,12.33581,161.0,161.0,2.2068258760318495,2,2,382,15,2.71,14,161,2025-08-30,IT027042B4EE842PVZ
2158295,10793908,Isole,Santa Croce,Entire home/apt,45.4407,12.32887,169.0,169.0,2.2278867046136734,3,3,730,79,5.19,2,106,2025-09-05,IT027042C2PI2Y3JFI
2162157,11032966,Terraferma,Villaggio San Marco,Entire home/apt,45.47990119215485,12.26523997978194,117.0,117.0,2.0681858617461617,2,2,385,66,2.73,1,357,2025-09-10,IT027042C2JM4O8WYM
2162550,11034361,Isole,San Polo,Entire home/apt,45.43736,12.33099,159.0,159.0,2.2013971243204513,2,2,422,44,3.04,1,317,2025-09-07,IT027042C2Z82Z4JHB
2177166,9017175,Isole,San Polo,Entire home/apt,45.4392,12.33446,197.0,197.0,2.294466226161593,1,1,319,5,2.28,18,338,2025-08-16,IT027042B4FRLIEAQC
2178655,1784535,Isole,San Polo,Entire home/apt,45.43885,12.33202,168.0,168.0,2.225309281725863,2,2,517,64,4.0,4,131,2025-09-01,IT027042C29I6RI75S
2202020,11233895,Terraferma,Cipressina,Private room,45.49982,12.22445,49.0,49.0,1.6901960800285136,1,1,509,9,3.65,1,8,2025-07-20,IT027042C1SPGSWUKN
2207546,4120295,Isole,Castello,Entire home/apt,45.43547,12.34733,99.0,99.0,1.99563519459755,3,3,364,8,2.64,5,201,2025-08-17,IT027042C2UDH7E7E3
2212002,9017175,Isole,Castello,Entire home/apt,45.43867,12.34457,402.0,402.0,2.60422605308447,1,1,55,0,0.4,18,301,2024-07-14,IT027042B4BCNQQSA6
2224828,11353579,Isole,Dorsoduro,Entire home/apt,45.42847,12.33168,285.0,285.0,2.45484486000851,2,2,141,16,1.06,3,29,2025-08-15,IT027042C29PHHE8TT
2245915,9017175,Isole,San Polo,Entire home/apt,45.43909,12.33438,208.0,208.0,2.3180633349627615,1,1,222,3,1.6,18,329,2025-02-25,IT027042B4SQ6FWJMP
2252350,11500023,Isole,Sant'Elena,Entire home/apt,45.42693,12.35937,141.0,141.0,2.1492191126553797,2,2,389,48,2.77,1,263,2025-09-07,IT027042C2CBY6XA66
2260153,10189388,Isole,San Marco,Entire home/apt,45.43317,12.33534,229.0,229.0,2.359835482339888,2,2,118,2,0.88,19,173,2025-04-27,IT027042B44RNM25B9
2266770,11574776,Isole,Santa Croce,Entire home/apt,45.44238,12.32837,93.0,93.0,1.968482948553935,2,2,624,52,4.44,2,302,2025-09-09,IT027042C28FGTYLDN
2287664,11687040,Isole,Castello,Entire home/apt,45.43287,12.35295,380.0,380.0,2.57978359661681,3,3,486,54,3.52,2,142,2025-09-07,IT027042C2FZD9R2UD
2322764,11864207,Isole,Cannaregio,Entire home/apt,45.44225,12.3399,194.0,194.0,2.287801729930226,3,3,32,1,0.23,2,174,2025-03-21,IT027042C2BRXLOEMG
2322785,11864228,Isole,Castello,Entire home/apt,45.434842,12.3467439,257.0,257.0,2.4099331233312946,3,3,342,40,2.46,6,215,2025-08-31,IT027042C25RBGUQ9Z
2323678,11868414,Isole,San Marco,Entire home/apt,45.43583,12.33101,150.0,150.0,2.1760912590556813,3,3,483,41,3.45,1,291,2025-08-18,IT027042B4V4OAKI9Q
2335895,11930764,Isole,Castello,Entire home/apt,45.431417,12.356973,139.0,139.0,2.143014800254095,3,3,135,30,1.04,2,235,2025-08-22,IT027042C2UN86X3XE
